Configuration Index,RAM (GB),Processor Speeds (GHz),Integrated Wireless,HD Size (GB),Bundled Applications,Retail Price
22,1,2,Yes,120,No,245
524,2,2.4,No,80,No,336
576,4,2.4,No,300,No,504
634,2,1.5,No,40,No,287
640,2,1.5,No,300,No,371
855,4,2.4,Yes,300,Yes,623
351,2,1.5,No,300,Yes,357
614,1,2.4,Yes,120,No,364
380,2,2.4,No,80,No,336
308,1,2,Yes,80,No,301
427,4,2.4,No,80,Yes,483
101,4,1.5,Yes,120,Yes,406
29,1,2,No,120,Yes,266
483,2,1.5,Yes,80,Yes,350
317,1,2,No,120,Yes,336
433,1,1.5,Yes,40,Yes,308
346,2,1.5,No,40,No,238
354,2,2,Yes,40,No,385
718,4,2.4,No,120,No,476
47,1,2.4,No,300,Yes,343
586,1,1.5,No,40,No,273
807,2,2.4,Yes,300,Yes,511
479,1,2.4,No,300,Yes,413
246,4,1.5,Yes,120,No,385
725,1,1.5,Yes,120,Yes,420
63,2,1.5,No,300,Yes,287
439,1,1.5,Yes,300,Yes,392
419,4,2.4,Yes,80,Yes,497
105,4,1.5,No,40,Yes,350
590,1,1.5,No,120,No,315
657,2,2.4,Yes,40,Yes,371
28,1,2,No,80,No,217
55,2,1.5,Yes,300,Yes,301
29,1,2,No,120,Yes,266
110,4,1.5,No,120,No,357
56,2,1.5,Yes,300,No,266
216,2,2,Yes,300,No,425
176,1,2,No,300,No,287
484,2,1.5,Yes,80,No,315
204,2,1.5,No,80,No,300
623,1,2.4,No,300,Yes,427
55,2,1.5,Yes,300,Yes,301
165,1,2,Yes,120,Yes,294
85,2,2.4,Yes,120,Yes,329
369,2,2.4,Yes,40,Yes,357
822,4,1.5,Yes,120,No,511
208,2,1.5,No,300,No,380
521,2,2.4,No,40,Yes,343
86,2,2.4,Yes,120,No,294
102,4,1.5,Yes,120,No,371
142,4,2.4,No,120,No,392
242,4,1.5,Yes,40,No,343
706,4,2.4,Yes,40,No,448
345,2,1.5,No,40,Yes,273
669,2,2.4,No,120,Yes,399
55,2,1.5,Yes,300,Yes,301
195,2,1.5,Yes,80,Yes,370
214,2,2,Yes,120,No,365
251,4,1.5,No,80,Yes,392
278,4,2.4,Yes,120,No,420
338,2,1.5,Yes,40,No,252
438,1,1.5,Yes,120,No,315
724,1,1.5,Yes,80,No,371
173,1,2,No,120,Yes,280
638,2,1.5,No,120,No,329
63,2,1.5,No,300,Yes,287
574,4,2.4,No,120,No,462
821,4,1.5,Yes,120,Yes,546
239,2,2.4,No,300,Yes,371
317,1,2,No,120,Yes,336
779,2,1.5,No,80,Yes,406
855,4,2.4,Yes,300,Yes,623
228,2,2.4,Yes,80,No,294
514,2,2.4,Yes,40,No,322
362,2,2,No,40,No,365
203,2,1.5,No,80,Yes,350
315,1,2,No,80,Yes,322
613,1,2.4,Yes,120,Yes,399
668,2,2.4,No,80,No,350
63,2,1.5,No,300,Yes,287
212,2,2,Yes,80,No,345
475,1,2.4,No,80,Yes,357
204,2,1.5,No,80,No,210
93,2,2.4,No,120,Yes,315
84,2,2.4,Yes,80,No,280
616,1,2.4,Yes,300,No,406
446,1,1.5,No,120,No,301
285,4,2.4,No,120,Yes,441
242,4,1.5,Yes,40,No,343
246,4,1.5,Yes,120,No,385
432,4,2.4,No,300,No,504
81,2,2.4,Yes,40,Yes,287
28,1,2,No,80,No,217
620,1,2.4,No,80,No,336
769,2,1.5,Yes,40,Yes,392
212,2,2,Yes,80,No,345
438,1,1.5,Yes,120,No,315
638,2,1.5,No,120,No,329
132,4,2.4,Yes,80,No,392
657,2,2.4,Yes,40,Yes,371
213,2,2,Yes,120,Yes,415
474,1,2.4,No,40,No,294
200,2,1.5,Yes,300,No,400
353,2,2,Yes,40,Yes,435
89,2,2.4,No,40,Yes,273
657,2,2.4,Yes,40,Yes,371
329,1,2.4,No,40,Yes,329
211,2,2,Yes,80,Yes,395
543,4,1.5,No,300,Yes,504
198,2,1.5,Yes,120,No,340
662,2,2.4,Yes,120,No,378
162,1,2,Yes,40,No,217
394,4,1.5,No,40,No,385
580,1,1.5,Yes,80,No,315
583,1,1.5,Yes,300,Yes,406
446,1,1.5,No,120,No,301
352,2,1.5,No,300,No,322
803,2,2.4,Yes,80,Yes,455
362,2,2,No,40,No,365
423,4,2.4,Yes,300,Yes,553
221,2,2,No,120,Yes,395
211,2,2,Yes,80,Yes,395
102,4,1.5,Yes,120,No,371
248,4,1.5,Yes,300,No,427
579,1,1.5,Yes,80,Yes,350
436,1,1.5,Yes,80,No,301
724,1,1.5,Yes,80,No,371
400,4,1.5,No,300,No,469
197,2,1.5,Yes,120,Yes,390
212,2,2,Yes,80,No,345
714,4,2.4,No,40,No,434
518,2,2.4,Yes,120,No,364
215,2,2,Yes,300,Yes,475
142,4,2.4,No,120,No,392
57,2,1.5,No,40,Yes,290
635,2,1.5,No,80,Yes,350
353,2,2,Yes,40,Yes,435
470,1,2.4,Yes,120,No,350
539,4,1.5,No,80,Yes,448
139,4,2.4,No,80,Yes,413
583,1,1.5,Yes,300,Yes,406
73,2,2,No,40,Yes,315
418,4,2.4,Yes,40,No,434
658,2,2.4,Yes,40,No,336
40,1,2.4,Yes,300,No,322
22,1,2,Yes,120,No,245
660,2,2.4,Yes,80,No,364
426,4,2.4,No,40,No,420
811,2,2.4,No,80,Yes,441
212,2,2,Yes,80,No,345
57,2,1.5,No,40,Yes,203
212,2,2,Yes,80,No,345
141,4,2.4,No,120,Yes,427
254,4,1.5,No,120,No,371
530,4,1.5,Yes,40,No,399
95,2,2.4,No,300,Yes,357
480,1,2.4,No,300,No,378
354,2,2,Yes,40,No,385
590,1,1.5,No,120,No,315
276,4,2.4,Yes,80,No,406
492,2,1.5,No,80,No,301
536,4,1.5,Yes,300,No,483
620,1,2.4,No,80,No,336
208,2,1.5,No,300,No,380
769,2,1.5,Yes,40,Yes,392
719,4,2.4,No,300,Yes,553
45,1,2.4,No,120,Yes,301
831,4,1.5,No,300,Yes,574
163,1,2,Yes,80,Yes,280
81,2,2.4,Yes,40,Yes,287
468,1,2.4,Yes,80,No,336
629,2,1.5,Yes,120,Yes,378
40,1,2.4,Yes,300,No,322
183,1,2.4,Yes,300,Yes,371
162,1,2,Yes,40,No,217
52,2,1.5,Yes,80,No,210
248,4,1.5,Yes,300,No,427
138,4,2.4,No,40,No,350
479,1,2.4,No,300,Yes,413
571,4,2.4,No,80,Yes,483
617,1,2.4,No,40,Yes,343
437,1,1.5,Yes,120,Yes,350
340,2,1.5,Yes,80,No,280
829,4,1.5,No,120,Yes,532
185,1,2.4,No,40,Yes,273
473,1,2.4,No,40,Yes,329
478,1,2.4,No,120,No,336
214,2,2,Yes,120,No,365
102,4,1.5,Yes,120,No,371
240,2,2.4,No,300,No,336
223,2,2,No,300,Yes,455
589,1,1.5,No,120,Yes,350
864,4,2.4,No,300,No,574
87,2,2.4,Yes,300,Yes,371
523,2,2.4,No,80,Yes,371
362,2,2,No,40,No,365
47,1,2.4,No,300,Yes,343
330,1,2.4,No,40,No,294
221,2,2,No,120,Yes,395
169,1,2,No,40,Yes,238
813,2,2.4,No,120,Yes,455
211,2,2,Yes,80,Yes,395
48,1,2.4,No,300,No,308
660,2,2.4,Yes,80,No,364
142,4,2.4,No,120,No,392
333,1,2.4,No,120,Yes,371
198,2,1.5,Yes,120,No,238
491,2,1.5,No,80,Yes,336
782,2,1.5,No,120,No,385
106,4,1.5,No,40,No,315
207,2,1.5,No,300,Yes,430
719,4,2.4,No,300,Yes,553
198,2,1.5,Yes,120,No,340
571,4,2.4,No,80,Yes,483
734,1,1.5,No,120,No,371
488,2,1.5,Yes,300,No,371
63,2,1.5,No,300,Yes,287
206,2,1.5,No,120,No,320
769,2,1.5,Yes,40,Yes,392
561,4,2.4,Yes,40,Yes,469
21,1,2,Yes,120,Yes,280
93,2,2.4,No,120,Yes,315
229,2,2.4,Yes,120,Yes,343
211,2,2,Yes,80,Yes,395
282,4,2.4,No,40,No,364
381,2,2.4,No,120,Yes,385
204,2,1.5,No,80,No,210
39,1,2.4,Yes,300,Yes,357
198,2,1.5,Yes,120,No,340
354,2,2,Yes,40,No,385
562,4,2.4,Yes,40,No,434
89,2,2.4,No,40,Yes,273
249,4,1.5,No,40,Yes,364
223,2,2,No,300,Yes,455
769,2,1.5,Yes,40,Yes,392
687,4,1.5,No,300,Yes,518
350,2,1.5,No,120,No,280
443,1,1.5,No,80,Yes,322
630,2,1.5,Yes,120,No,343
187,1,2.4,No,80,Yes,301
221,2,2,No,120,Yes,395
628,2,1.5,Yes,80,No,329
346,2,1.5,No,40,No,340
89,2,2.4,No,40,Yes,273
442,1,1.5,No,40,No,259
57,2,1.5,No,40,Yes,290
197,2,1.5,Yes,120,Yes,390
250,4,1.5,No,40,No,329
754,1,2.4,Yes,40,No,378
632,2,1.5,Yes,300,No,385
326,1,2.4,Yes,120,No,350
198,2,1.5,Yes,120,No,340
831,4,1.5,No,300,Yes,574
712,4,2.4,Yes,300,No,532
221,2,2,No,120,Yes,395
192,1,2.4,No,300,No,322
342,2,1.5,Yes,120,No,294
313,1,2,No,40,Yes,294
143,4,2.4,No,300,Yes,469
51,2,1.5,Yes,80,Yes,245
683,4,1.5,No,80,Yes,462
515,2,2.4,Yes,80,Yes,385
213,2,2,Yes,120,Yes,415
432,4,2.4,No,300,No,504
211,2,2,Yes,80,Yes,395
40,1,2.4,Yes,300,No,322
18,1,2,Yes,40,No,203
220,2,2,No,80,No,325
330,1,2.4,No,40,No,294
96,2,2.4,No,300,No,322
354,2,2,Yes,40,No,385
491,2,1.5,No,80,Yes,336
341,2,1.5,Yes,120,Yes,329
97,4,1.5,Yes,40,Yes,364
277,4,2.4,Yes,120,Yes,455
422,4,2.4,Yes,120,No,476
447,1,1.5,No,300,Yes,378
199,2,1.5,Yes,300,Yes,450
107,4,1.5,No,80,Yes,378
214,2,2,Yes,120,No,365
610,1,2.4,Yes,40,No,322
333,1,2.4,No,120,Yes,371
353,2,2,Yes,40,Yes,435
385,4,1.5,Yes,40,Yes,434
344,2,1.5,Yes,300,No,336
492,2,1.5,No,80,No,301
490,2,1.5,No,40,No,273
85,2,2.4,Yes,120,Yes,329
201,2,1.5,No,40,Yes,310
48,1,2.4,No,300,No,308
88,2,2.4,Yes,300,No,336
436,1,1.5,Yes,80,No,301
777,2,1.5,No,40,Yes,378
98,4,1.5,Yes,40,No,329
87,2,2.4,Yes,300,Yes,371
479,1,2.4,No,300,Yes,413
35,1,2.4,Yes,80,Yes,301
763,1,2.4,No,80,Yes,427
577,1,1.5,Yes,40,Yes,322
52,2,1.5,Yes,80,No,210
200,2,1.5,Yes,300,No,400
328,1,2.4,Yes,300,No,392
444,1,1.5,No,80,No,287
201,2,1.5,No,40,Yes,217
660,2,2.4,Yes,80,No,364
465,1,2.4,Yes,40,Yes,343
41,1,2.4,No,40,Yes,259
714,4,2.4,No,40,No,434
202,2,1.5,No,40,No,260
542,4,1.5,No,120,No,427
313,1,2,No,40,Yes,294
591,1,1.5,No,300,Yes,392
318,1,2,No,120,No,301
354,2,2,Yes,40,No,385
354,2,2,Yes,40,No,385
40,1,2.4,Yes,300,No,322
769,2,1.5,Yes,40,Yes,392
73,2,2,No,40,Yes,315
763,1,2.4,No,80,Yes,427
572,4,2.4,No,80,No,448
621,1,2.4,No,120,Yes,385
538,4,1.5,No,40,No,385
200,2,1.5,Yes,300,No,400
658,2,2.4,Yes,40,No,336
64,2,1.5,No,300,No,252
588,1,1.5,No,80,No,301
326,1,2.4,Yes,120,No,350
202,2,1.5,No,40,No,260
326,1,2.4,Yes,120,No,350
178,1,2.4,Yes,40,No,252
569,4,2.4,No,40,Yes,455
735,1,1.5,No,300,Yes,448
513,2,2.4,Yes,40,Yes,357
199,2,1.5,Yes,300,Yes,450
386,4,1.5,Yes,40,No,399
860,4,2.4,No,80,No,518
189,1,2.4,No,120,Yes,315
354,2,2,Yes,40,No,385
200,2,1.5,Yes,300,No,400
526,2,2.4,No,120,No,350
684,4,1.5,No,80,No,427
222,2,2,No,120,No,345
315,1,2,No,80,Yes,322
213,2,2,Yes,120,Yes,415
351,2,1.5,No,300,Yes,357
375,2,2.4,Yes,300,Yes,441
200,2,1.5,Yes,300,No,400
758,1,2.4,Yes,120,No,420
203,2,1.5,No,80,Yes,245
102,4,1.5,Yes,120,No,371
726,1,1.5,Yes,120,No,385
222,2,2,No,120,No,345
780,2,1.5,No,80,No,371
108,4,1.5,No,80,No,343
467,1,2.4,Yes,80,Yes,371
238,2,2.4,No,120,No,294
104,4,1.5,Yes,300,No,413
723,1,1.5,Yes,80,Yes,406
487,2,1.5,Yes,300,Yes,406
592,1,1.5,No,300,No,357
213,2,2,Yes,120,Yes,415
237,2,2.4,No,120,Yes,329
187,1,2.4,No,80,Yes,301
618,1,2.4,No,40,No,308
110,4,1.5,No,120,No,357
83,2,2.4,Yes,80,Yes,315
361,2,2,No,40,Yes,415
726,1,1.5,Yes,120,No,385
772,2,1.5,Yes,80,No,385
132,4,2.4,Yes,80,No,392
98,4,1.5,Yes,40,No,329
108,4,1.5,No,80,No,343
610,1,2.4,Yes,40,No,322
98,4,1.5,Yes,40,No,329
393,4,1.5,No,40,Yes,420
319,1,2,No,300,Yes,378
658,2,2.4,Yes,40,No,336
283,4,2.4,No,80,Yes,427
138,4,2.4,No,40,No,350
361,2,2,No,40,Yes,415
94,2,2.4,No,120,No,280
629,2,1.5,Yes,120,Yes,378
209,2,2,Yes,40,Yes,355
486,2,1.5,Yes,120,No,329
245,4,1.5,Yes,120,Yes,420
490,2,1.5,No,40,No,273
248,4,1.5,Yes,300,No,427
722,1,1.5,Yes,40,No,343
617,1,2.4,No,40,Yes,343
320,1,2,No,300,No,343
362,2,2,No,40,No,365
213,2,2,Yes,120,Yes,415
380,2,2.4,No,80,No,336
321,1,2.4,Yes,40,Yes,343
730,1,1.5,No,40,No,329
58,2,1.5,No,40,No,168
197,2,1.5,Yes,120,Yes,390
710,4,2.4,Yes,120,No,490
384,2,2.4,No,300,No,392
469,1,2.4,Yes,120,Yes,385
769,2,1.5,Yes,40,Yes,392
772,2,1.5,Yes,80,No,385
725,1,1.5,Yes,120,Yes,420
251,4,1.5,No,80,Yes,392
444,1,1.5,No,80,No,287
564,4,2.4,Yes,80,No,462
42,1,2.4,No,40,No,224
19,1,2,Yes,80,Yes,266
370,2,2.4,Yes,40,No,322
802,2,2.4,Yes,40,No,392
98,4,1.5,Yes,40,No,329
142,4,2.4,No,120,No,392
212,2,2,Yes,80,No,345
141,4,2.4,No,120,Yes,427
64,2,1.5,No,300,No,252
469,1,2.4,Yes,120,Yes,385
208,2,1.5,No,300,No,266
681,4,1.5,No,40,Yes,434
708,4,2.4,Yes,80,No,476
611,1,2.4,Yes,80,Yes,385
132,4,2.4,Yes,80,No,392
353,2,2,Yes,40,Yes,435
61,2,1.5,No,120,Yes,245
66,2,2,Yes,40,No,285
254,4,1.5,No,120,No,371
347,2,1.5,No,80,Yes,301
827,4,1.5,No,80,Yes,518
634,2,1.5,No,40,No,287
346,2,1.5,No,40,No,340
821,4,1.5,Yes,120,Yes,546
734,1,1.5,No,120,No,371
719,4,2.4,No,300,Yes,553
585,1,1.5,No,40,Yes,308
636,2,1.5,No,80,No,315
724,1,1.5,Yes,80,No,371
322,1,2.4,Yes,40,No,308
34,1,2.4,Yes,40,No,238
577,1,1.5,Yes,40,Yes,322
247,4,1.5,Yes,300,Yes,462
393,4,1.5,No,40,Yes,420
362,2,2,No,40,No,365
308,1,2,Yes,80,No,301
213,2,2,Yes,120,Yes,415
780,2,1.5,No,80,No,371
390,4,1.5,Yes,120,No,441
50,2,1.5,Yes,40,No,260
244,4,1.5,Yes,80,No,371
490,2,1.5,No,40,No,273
722,1,1.5,Yes,40,No,343
45,1,2.4,No,120,Yes,301
133,4,2.4,Yes,120,Yes,441
228,2,2.4,Yes,80,No,294
569,4,2.4,No,40,Yes,455
354,2,2,Yes,40,No,385
278,4,2.4,Yes,120,No,420
221,2,2,No,120,Yes,395
91,2,2.4,No,80,Yes,301
430,4,2.4,No,120,No,462
199,2,1.5,Yes,300,Yes,315
329,1,2.4,No,40,Yes,329
134,4,2.4,Yes,120,No,406
322,1,2.4,Yes,40,No,308
284,4,2.4,No,80,No,392
110,4,1.5,No,120,No,357
332,1,2.4,No,80,No,322
244,4,1.5,Yes,80,No,371
335,1,2.4,No,300,Yes,413
102,4,1.5,Yes,120,No,371
326,1,2.4,Yes,120,No,350
256,4,1.5,No,300,No,413
724,1,1.5,Yes,80,No,371
631,2,1.5,Yes,300,Yes,420
173,1,2,No,120,Yes,280
422,4,2.4,Yes,120,No,476
222,2,2,No,120,No,345
195,2,1.5,Yes,80,Yes,370
753,1,2.4,Yes,40,Yes,413
104,4,1.5,Yes,300,No,413
106,4,1.5,No,40,No,315
273,4,2.4,Yes,40,Yes,413
586,1,1.5,No,40,No,273
629,2,1.5,Yes,120,Yes,378
362,2,2,No,40,No,365
575,4,2.4,No,300,Yes,539
221,2,2,No,120,Yes,395
760,1,2.4,Yes,300,No,462
354,2,2,Yes,40,No,385
330,1,2.4,No,40,No,294
246,4,1.5,Yes,120,No,385
371,2,2.4,Yes,80,Yes,385
686,4,1.5,No,120,No,441
426,4,2.4,No,40,No,420
324,1,2.4,Yes,80,No,336
581,1,1.5,Yes,120,Yes,364
400,4,1.5,No,300,No,469
35,1,2.4,Yes,80,Yes,301
325,1,2.4,Yes,120,Yes,385
441,1,1.5,No,40,Yes,294
478,1,2.4,No,120,No,336
434,1,1.5,Yes,40,No,273
668,2,2.4,No,80,No,350
219,2,2,No,80,Yes,375
812,2,2.4,No,80,No,406
283,4,2.4,No,80,Yes,427
29,1,2,No,120,Yes,266
524,2,2.4,No,80,No,336
201,2,1.5,No,40,Yes,310
142,4,2.4,No,120,No,392
191,1,2.4,No,300,Yes,357
574,4,2.4,No,120,No,462
85,2,2.4,Yes,120,Yes,329
230,2,2.4,Yes,120,No,308
513,2,2.4,Yes,40,Yes,357
319,1,2,No,300,Yes,378
321,1,2.4,Yes,40,Yes,343
42,1,2.4,No,40,No,224
307,1,2,Yes,80,Yes,336
183,1,2.4,Yes,300,Yes,371
316,1,2,No,80,No,287
54,2,1.5,Yes,120,No,224
348,2,1.5,No,80,No,266
228,2,2.4,Yes,80,No,294
219,2,2,No,80,Yes,375
202,2,1.5,No,40,No,260
576,4,2.4,No,300,No,504
100,4,1.5,Yes,80,No,357
179,1,2.4,Yes,80,Yes,315
328,1,2.4,Yes,300,No,392
46,1,2.4,No,120,No,266
353,2,2,Yes,40,Yes,435
95,2,2.4,No,300,Yes,357
325,1,2.4,Yes,120,Yes,385
326,1,2.4,Yes,120,No,350
634,2,1.5,No,40,No,287
812,2,2.4,No,80,No,406
322,1,2.4,Yes,40,No,308
346,2,1.5,No,40,No,340
583,1,1.5,Yes,300,Yes,406
373,2,2.4,Yes,120,Yes,399
529,4,1.5,Yes,40,Yes,434
423,4,2.4,Yes,300,Yes,553
173,1,2,No,120,Yes,280
62,2,1.5,No,120,No,210
483,2,1.5,Yes,80,Yes,350
610,1,2.4,Yes,40,No,322
436,1,1.5,Yes,80,No,301
288,4,2.4,No,300,No,448
96,2,2.4,No,300,No,322
438,1,1.5,Yes,120,No,315
311,1,2,Yes,300,Yes,392
37,1,2.4,Yes,120,Yes,315
95,2,2.4,No,300,Yes,357
203,2,1.5,No,80,Yes,350
336,1,2.4,No,300,No,378
278,4,2.4,Yes,120,No,420
56,2,1.5,Yes,300,No,266
585,1,1.5,No,40,Yes,308
282,4,2.4,No,40,No,364
810,2,2.4,No,40,No,378
49,2,1.5,Yes,40,Yes,310
525,2,2.4,No,120,Yes,385
214,2,2,Yes,120,No,365
214,2,2,Yes,120,No,365
517,2,2.4,Yes,120,Yes,399
381,2,2.4,No,120,Yes,385
433,1,1.5,Yes,40,Yes,308
541,4,1.5,No,120,Yes,462
246,4,1.5,Yes,120,No,385
60,2,1.5,No,80,No,196
435,1,1.5,Yes,80,Yes,336
224,2,2,No,300,No,405
249,4,1.5,No,40,Yes,364
202,2,1.5,No,40,No,260
25,1,2,No,40,Yes,224
85,2,2.4,Yes,120,Yes,329
50,2,1.5,Yes,40,No,260
756,1,2.4,Yes,80,No,406
64,2,1.5,No,300,No,252
434,1,1.5,Yes,40,No,273
620,1,2.4,No,80,No,336
542,4,1.5,No,120,No,427
331,1,2.4,No,80,Yes,357
616,1,2.4,Yes,300,No,406
207,2,1.5,No,300,Yes,430
774,2,1.5,Yes,120,No,399
112,4,1.5,No,300,No,399
439,1,1.5,Yes,300,Yes,392
208,2,1.5,No,300,No,380
391,4,1.5,Yes,300,Yes,518
584,1,1.5,Yes,300,No,371
626,2,1.5,Yes,40,No,301
445,1,1.5,No,120,Yes,336
254,4,1.5,No,120,No,371
305,1,2,Yes,40,Yes,308
818,4,1.5,Yes,40,No,469
522,2,2.4,No,40,No,308
376,2,2.4,Yes,300,No,406
273,4,2.4,Yes,40,Yes,413
87,2,2.4,Yes,300,Yes,371
207,2,1.5,No,300,Yes,301
197,2,1.5,Yes,120,Yes,390
55,2,1.5,Yes,300,Yes,301
481,2,1.5,Yes,40,Yes,322
808,2,2.4,Yes,300,No,476
620,1,2.4,No,80,No,336
112,4,1.5,No,300,No,399
329,1,2.4,No,40,Yes,329
492,2,1.5,No,80,No,301
137,4,2.4,No,40,Yes,385
734,1,1.5,No,120,No,371
254,4,1.5,No,120,No,371
395,4,1.5,No,80,Yes,448
810,2,2.4,No,40,No,378
319,1,2,No,300,Yes,378
207,2,1.5,No,300,Yes,301
716,4,2.4,No,80,No,462
133,4,2.4,Yes,120,Yes,441
212,2,2,Yes,80,No,345
100,4,1.5,Yes,80,No,357
140,4,2.4,No,80,No,378
829,4,1.5,No,120,Yes,532
513,2,2.4,Yes,40,Yes,357
609,1,2.4,Yes,40,Yes,357
315,1,2,No,80,Yes,322
362,2,2,No,40,No,365
640,2,1.5,No,300,No,371
207,2,1.5,No,300,Yes,430
801,2,2.4,Yes,40,Yes,427
213,2,2,Yes,120,Yes,415
214,2,2,Yes,120,No,365
216,2,2,Yes,300,No,425
45,1,2.4,No,120,Yes,301
362,2,2,No,40,No,365
767,1,2.4,No,300,Yes,483
431,4,2.4,No,300,Yes,539
200,2,1.5,Yes,300,No,280
517,2,2.4,Yes,120,Yes,399
526,2,2.4,No,120,No,350
207,2,1.5,No,300,Yes,430
370,2,2.4,Yes,40,No,322
309,1,2,Yes,120,Yes,350
214,2,2,Yes,120,No,365
346,2,1.5,No,40,No,340
617,1,2.4,No,40,Yes,343
213,2,2,Yes,120,Yes,415
222,2,2,No,120,No,345
308,1,2,Yes,80,No,301
810,2,2.4,No,40,No,378
495,2,1.5,No,300,Yes,392
481,2,1.5,Yes,40,Yes,322
254,4,1.5,No,120,No,371
89,2,2.4,No,40,Yes,273
398,4,1.5,No,120,No,427
83,2,2.4,Yes,80,Yes,315
624,1,2.4,No,300,No,392
138,4,2.4,No,40,No,350
237,2,2.4,No,120,Yes,329
626,2,1.5,Yes,40,No,301
530,4,1.5,Yes,40,No,399
584,1,1.5,Yes,300,No,371
211,2,2,Yes,80,Yes,395
233,2,2.4,No,40,Yes,287
395,4,1.5,No,80,Yes,448
236,2,2.4,No,80,No,280
25,1,2,No,40,Yes,224
167,1,2,Yes,300,Yes,336
435,1,1.5,Yes,80,Yes,336
636,2,1.5,No,80,No,315
540,4,1.5,No,80,No,413
246,4,1.5,Yes,120,No,385
665,2,2.4,No,40,Yes,357
61,2,1.5,No,120,Yes,245
349,2,1.5,No,120,Yes,315
227,2,2.4,Yes,80,Yes,329
176,1,2,No,300,No,287
438,1,1.5,Yes,120,No,315
275,4,2.4,Yes,80,Yes,441
177,1,2.4,Yes,40,Yes,287
630,2,1.5,Yes,120,No,343
204,2,1.5,No,80,No,300
810,2,2.4,No,40,No,378
395,4,1.5,No,80,Yes,448
718,4,2.4,No,120,No,476
90,2,2.4,No,40,No,238
106,4,1.5,No,40,No,315
203,2,1.5,No,80,Yes,350
466,1,2.4,Yes,40,No,308
723,1,1.5,Yes,80,Yes,406
241,4,1.5,Yes,40,Yes,378
51,2,1.5,Yes,80,Yes,245
626,2,1.5,Yes,40,No,301
129,4,2.4,Yes,40,Yes,399
274,4,2.4,Yes,40,No,378
50,2,1.5,Yes,40,No,260
323,1,2.4,Yes,80,Yes,371
33,1,2.4,Yes,40,Yes,273
658,2,2.4,Yes,40,No,336
811,2,2.4,No,80,Yes,441
132,4,2.4,Yes,80,No,392
514,2,2.4,Yes,40,No,322
96,2,2.4,No,300,No,322
339,2,1.5,Yes,80,Yes,315
137,4,2.4,No,40,Yes,385
208,2,1.5,No,300,No,266
319,1,2,No,300,Yes,378
435,1,1.5,Yes,80,Yes,336
778,2,1.5,No,40,No,343
812,2,2.4,No,80,No,406
104,4,1.5,Yes,300,No,413
105,4,1.5,No,40,Yes,350
192,1,2.4,No,300,No,322
466,1,2.4,Yes,40,No,308
687,4,1.5,No,300,Yes,518
137,4,2.4,No,40,Yes,385
529,4,1.5,Yes,40,Yes,434
183,1,2.4,Yes,300,Yes,371
315,1,2,No,80,Yes,322
199,2,1.5,Yes,300,Yes,315
513,2,2.4,Yes,40,Yes,357
247,4,1.5,Yes,300,Yes,462
214,2,2,Yes,120,No,365
346,2,1.5,No,40,No,340
216,2,2,Yes,300,No,425
196,2,1.5,Yes,80,No,224
448,1,1.5,No,300,No,343
369,2,2.4,Yes,40,Yes,357
663,2,2.4,Yes,300,Yes,455
774,2,1.5,Yes,120,No,399
383,2,2.4,No,300,Yes,427
466,1,2.4,Yes,40,No,308
525,2,2.4,No,120,Yes,385
192,1,2.4,No,300,No,322
197,2,1.5,Yes,120,Yes,273
109,4,1.5,No,120,Yes,392
592,1,1.5,No,300,No,357
212,2,2,Yes,80,No,345
473,1,2.4,No,40,Yes,329
195,2,1.5,Yes,80,Yes,370
192,1,2.4,No,300,No,322
195,2,1.5,Yes,80,Yes,370
398,4,1.5,No,120,No,427
305,1,2,Yes,40,Yes,308
592,1,1.5,No,300,No,357
428,4,2.4,No,80,No,448
717,4,2.4,No,120,Yes,511
420,4,2.4,Yes,80,No,462
50,2,1.5,Yes,40,No,260
199,2,1.5,Yes,300,Yes,315
191,1,2.4,No,300,Yes,357
91,2,2.4,No,80,Yes,301
431,4,2.4,No,300,Yes,539
582,1,1.5,Yes,120,No,329
585,1,1.5,No,40,Yes,308
542,4,1.5,No,120,No,427
198,2,1.5,Yes,120,No,238
187,1,2.4,No,80,Yes,301
241,4,1.5,Yes,40,Yes,378
49,2,1.5,Yes,40,Yes,217
162,1,2,Yes,40,No,217
254,4,1.5,No,120,No,371
336,1,2.4,No,300,No,378
852,4,2.4,Yes,80,No,532
88,2,2.4,Yes,300,No,336
110,4,1.5,No,120,No,357
198,2,1.5,Yes,120,No,238
308,1,2,Yes,80,No,301
226,2,2.4,Yes,40,No,266
202,2,1.5,No,40,No,260
100,4,1.5,Yes,80,No,357
805,2,2.4,Yes,120,Yes,469
107,4,1.5,No,80,Yes,378
535,4,1.5,Yes,300,Yes,518
104,4,1.5,Yes,300,No,413
200,2,1.5,Yes,300,No,280
353,2,2,Yes,40,Yes,435
242,4,1.5,Yes,40,No,343
61,2,1.5,No,120,Yes,245
473,1,2.4,No,40,Yes,329
468,1,2.4,Yes,80,No,336
335,1,2.4,No,300,Yes,413
491,2,1.5,No,80,Yes,336
526,2,2.4,No,120,No,350
30,1,2,No,120,No,231
684,4,1.5,No,80,No,427
310,1,2,Yes,120,No,315
385,4,1.5,Yes,40,Yes,434
761,1,2.4,No,40,Yes,399
137,4,2.4,No,40,Yes,385
614,1,2.4,Yes,120,No,364
380,2,2.4,No,80,No,336
93,2,2.4,No,120,Yes,315
539,4,1.5,No,80,Yes,448
